37677  07 43 48.47 -28 57 17.4  3.94  A          
37447  07 41 14.88 -09 33 03.9  3.94  K          
5348   01 08 23.06 -55 14 45.0  3.94  B          
42911  08 44 41.11 +18 09 17.5  3.94  K ASELLUS A
9598   02 03 26.19 +72 25 16.5  3.95  A          
31592  06 36 41.00 -19 15 20.6  3.95  K          
115438 23 22 58.30 -20 06 01.2  3.96  K          
45101  09 11 16.77 -62 19 01.3  3.96  B          
19343  04 08 39.67 +47 42 45.3  3.96  B          
95347  19 23 53.15 -40 36 56.3  3.96  B RUKBAT   
28328  05 59 08.79 -42 48 54.4  3.96  K          
44248  09 00 38.75 +41 47 00.4  3.96  F          
99848  20 15 28.32 +47 42 51.1  3.96  K          
95241  19 22 38.29 -44 27 32.1  3.96  B ARKAB    
110997 22 29 16.15 -43 29 44.0  3.97  G          
112440 22 46 31.84 +23 33 56.4  3.97  G          
98495  20 00 35.39 -72 54 36.7  3.97  A          
77634  15 50 57.54 -33 37 37.6  3.97  B          
59449  12 11 39.15 -52 22 06.3  3.97  B          
42515  08 40 06.14 -35 18 29.9  3.97  G          
35228  07 16 49.83 -67 57 25.8  3.97  F          
20535  04 24 02.17 -34 01 01.2  3.97  K          
27673  05 51 29.39 +39 08 54.5  3.97  K          
18614  03 58 57.90 +35 47 27.7  3.98  O MENKIB   
