H|       21421| |04 35 55.20|+16 30 35.1| 0.87|1|G|068.98000195|+16.50976164| |  50.09|   62.78| -189.36|  0.85|  0.53|  0.95|  0.85|  0.63| 0.31| 0.49| 0.08| 0.19| 0.14|-0.26| 0.03| 0.46|-0.24| 0.29|  0| 0.13| 21421| 2.937|0.006| 1.160|0.011| | 1.538|0.008|G|1.67|0.02|G| | 1.0024|0.0026|0.010| 43| | 0.99| 1.02|       |M| | |04359+1631|I| 1| 1| | | |  |   |       |     |     |    |S| | | 29139|B+16  629 |          |          |1.67|K5III       |X 
H|       65474| |13 25 11.60|-11 09 40.5| 0.98|1|G|201.29835230|-11.16124491| |  12.44|  -42.50|  -31.73|  0.75|  0.54|  0.86|  0.79|  0.52|-0.39|-0.22| 0.09| 0.20|-0.02| 0.18|-0.04| 0.30|-0.04|-0.46|  0| 1.52| 65474| 0.877|0.012| 1.031|0.010| |-0.235|0.008|G|-.25|0.02|A| | 0.8891|0.0022|0.014| 38| | 0.87| 0.91|   4.01|P|1|A|13252-1109|I| 1| 1| | | |  |   |       |     |     |    |S| |P|116658|B-10 3672 |          |          |-.25|B1V         |X 
H|       80763| |16 29 24.47|-26 25 55.0| 1.06|2|H|247.35194804|-26.43194608| |   5.40|  -10.16|  -23.21|  1.52|  1.08|  1.68|  2.00|  1.34|-0.30|-0.10|-0.11| 0.03| 0.10|-0.10| 0.07| 0.29|-0.10|-0.21|  0|     | 80763| 3.494|0.015| 1.287|0.008| | 1.865|0.014|T|2.90|0.03|O| | 0.9757|0.0055|0.042| 73| | 0.91| 1.07|       |U|2| |16294-2626|I| 1| 1|X| |S|  |   |       |     |     |    |S| | |148478|          |C-26 11359|P-26  5648|4.31|M1Ib + B2.5V|G 
H|       37826| |07 45 19.36|+28 01 34.7| 1.16|1|G|116.33068263|+28.02631031| |  96.74| -625.69|  -45.95|  0.75|  0.45|  0.87|  1.02|  0.53|-0.22| 0.22|-0.11| 0.12|-0.08|-0.35|-0.10|-0.11|-0.11|-0.01|  0|-0.93| 37826| 2.455|0.003| 1.325|0.006| | 0.991|0.005|G|0.97|0.01|G| | 1.2947|0.0006|0.005| 83| | 1.29| 1.30|       |M| | |07454+2802|I| 1| 1| | |S|  |   |       |     |     |    |S| | | 62509|B+28 1463 |          |          |0.97|K0IIIvar    |X 
H|      113368| |22 57 38.83|-29 37 18.6| 1.17| |G|344.41177323|-29.62183701| | 130.08|  329.22| -164.22|  0.79|  0.64|  0.92|  1.05|  0.73| 0.43|-0.16|-0.38|-0.39|-0.21| 0.32|-0.06|-0.07| 0.23| 0.49|  6| 2.95|113368| 1.407|0.009| 1.248|0.007| | 0.145|0.011|T|0.16|0.01|L| | 1.1808|0.0007|0.004| 67| | 1.18| 1.19|       | | | |          | |  | 1|G| | |  |   |       |     |     |    |S| | |216956|          |C-30 19370|P-30  6685|0.08|A3V         |3 
H|      102098| |20 41 25.91|+45 16 49.2| 1.25|2|G|310.35797270|+45.28033423| |   1.01|    1.56|    1.55|  0.52|  0.42|  0.57|  0.62|  0.41|-0.10|-0.15| 0.02|-0.21|-0.06| 0.09|-0.07|-0.24| 0.23|-0.16|  4| 0.46|102098| 1.471|0.007| 1.343|0.007| | 0.092|0.007|G|0.16|0.03|C| | 1.2966|0.0021|0.016|110| | 1.27| 1.34|       |U|2| |20415+4517|I| 1| 1| | | |  |   |       |     |     |    |S| |P|197345|B+44 3541 |          |          |0.16|A2Ia        |X 
H|       62434| |12 47 43.32|-59 41 19.4| 1.25|1|G|191.93049537|-59.68873246| |   9.25|  -48.24|  -12.82|  0.42|  0.40|  0.61|  0.49|  0.50| 0.05|-0.30| 0.11|-0.10| 0.11| 0.11| 0.15|-0.04| 0.10| 0.02|  1| 0.21| 62434| 1.102|0.009| 1.281|0.006| |-0.238|0.006|G|-.27|0.02|A| | 1.1537|0.0010|0.010|120| | 1.14| 1.17|   0.19|P|1|A|12478-5940|I| 1| 1|G| | |  |   |       |     |     |    |S| | |111123|          |          |P-59  4451|-.27|B0.5III     |X 
H|       71681| |14 39 39.39|-60 50 22.1| 1.35| |G|219.91412833|-60.83947139|B| 742.12|-3600.35|  952.11| 46.20| 36.28|  1.40| 26.10| 19.75| 0.29|-0.07|-0.01|-0.03|-0.06|-0.04|-0.06|-0.01|-0.13| 0.47|  1|-3.09| 71681|      |     |      |     | | 0.900|0.020|G|0.88|0.02|A| | 1.2429|0.1154|     |   |B|     |     |       |D| | |14396-6050|I| 3| 1|C|L|D|  |   |       |     |     |    |S| |D|128621|          |          |          |0.88|K1V         |1 
H|       49669| |10 08 22.46|+11 58 01.9| 1.36| |G|152.09358075|+11.96719513| |  42.09| -249.40|    4.91|  0.71|  0.49|  0.79|  0.74|  0.48|-0.28| 0.26|-0.24|-0.12| 0.03|-0.08|-0.03|-0.03|-0.16|-0.24|  2| 2.70| 49669| 1.360|0.010| 1.399|0.007| |-0.087|0.015|G|-.10|0.01|G| | 1.3232|0.0007|0.005| 60| | 1.31| 1.34|       | | | |10083+1159|I| 1| 1| | | |  |   |       |     |     |    |S| | | 87901|B+12 2149 |          |          |-.10|B7V         |X 
H|       33579| |06 58 37.55|-28 58 19.5| 1.50|1|G|104.65644451|-28.97208931| |   7.57|    2.63|    2.29|  0.37|  0.42|  0.57|  0.48|  0.57| 0.05| 0.00|-0.15| 0.06| 0.00|-0.07|-0.01| 0.13| 0.04| 0.08|  0|-0.01| 33579| 1.350|0.006| 1.500|0.005| |-0.211|0.006|G|-.20|0.02|A| | 1.4160|0.0005|0.005|123| | 1.41| 1.42|       |M| | |06586-2858|I| 1| 1| | | |  |   |       |     |     |    |S| | | 52089|          |C-28  3666|P-28  1586|-.20|B2II        |3 
H|       36850|H|07 34 36.00|+31 53 19.1| 1.58| |G|113.65001898|+31.88863645|A|  63.27| -206.33| -148.18|  1.20|  1.03|  1.23|  1.60|  1.47|-0.07| 0.23| 0.26|-0.04| 0.28| 0.24| 0.10|-0.44|-0.35|-0.36| 40| 2.17| 36850|      |     |      |     | | 0.034|0.002|G|0.05|0.00|R|*| 1.5811|0.0009|0.005| 61|*| 1.57| 1.59|       |D| | |07346+3153|I| 1| 2|C| |C|AB| 76|  3.124|0.002| 1.04|0.01|S| | | 60179|B+32 1581 |          |          |0.05|A2Vm        |S 
H|       61084| |12 31 09.93|-57 06 45.2| 1.59|2|H|187.79137202|-57.11256922| |  37.09|   27.94| -264.33|  0.39|  0.42|  0.67|  0.54|  0.47| 0.23|-0.17| 0.19| 0.09| 0.00| 0.06|-0.04|-0.01| 0.17| 0.30|  0|-0.18| 61084| 3.653|0.004| 1.832|0.004| | 1.600|0.008|G|2.37|0.02|A| | 1.6299|0.0027|0.029|150| | 1.59| 1.68|       |U|2| |12312-5706|I| 1| 1| | |S|  |   |       |     |     |    |S| | |108903|          |C-56  4504|P-56  5272|2.37|M4III       |X 
H|       85927| |17 33 36.53|-37 06 13.5| 1.62|1|G|263.40219373|-37.10374835| |   4.64|   -8.90|  -29.95|  0.74|  0.52|  0.90|  0.92|  0.58| 0.12|-0.42|-0.29| 0.20| 0.11|-0.41|-0.04| 0.18| 0.17|-0.29|  3| 1.62| 85927| 1.446|0.010| 1.607|0.008| |-0.231|0.008|G|-.24|0.02|A| | 1.5244|0.0029|0.016| 44| | 1.50| 1.56|   0.21|P|1|A|17336-3706|I| 1| 1| | | |  |   |       |     |     |    |S| |P|158926|          |C-37 11673|P-37  7265|-.24|B1.5IV+...  |3 
H|       25336| |05 25 07.87|+06 20 59.0| 1.64|1|G|081.28278416|+06.34973451| |  13.42|   -8.75|  -13.28|  0.94|  0.59|  0.98|  0.99|  0.62| 0.24| 0.43|-0.16| 0.01| 0.10|-0.13| 0.02| 0.57|-0.16| 0.35|  0| 0.47| 25336| 1.468|0.012| 1.629|0.008| |-0.224|0.008|G|-.22|0.02|A| | 1.5493|0.0008|0.006| 47| | 1.54| 1.57|       |M| | |05252+0620|I| 1| 1| | | |  |   |       |     |     |    |S| | | 35468|B+06  919 |          |          |-.22|B2III       |X 
H|       25428| |05 26 17.50|+28 36 28.3| 1.65| |G|081.57290804|+28.60787346| |  24.89|   23.28| -174.22|  0.80|  0.52|  0.88|  1.03|  0.57| 0.10| 0.23|-0.15| 0.14| 0.20| 0.24| 0.18| 0.33| 0.01| 0.30|  3| 0.41| 25428| 1.605|0.010| 1.670|0.008| |-0.130|0.002|G|-.09|0.03|C| | 1.6151|0.0007|0.004| 42| | 1.61| 1.62|       | | | |05263+2836|I| 1| 1| | | |  |   |       |     |     |    |S| | | 35497|B+28  795 |          |          |-.09|B7III       |X 
H|       45238| |09 13 12.24|-69 43 02.9| 1.67|1|G|138.30100329|-69.71747245| |  29.34| -157.66|  108.91|  0.47|  0.42|  0.47|  0.56|  0.42| 0.26| 0.03| 0.14|-0.20|-0.16| 0.10|-0.16|-0.23| 0.18| 0.32|  1| 0.40| 45238| 1.746|0.006| 1.675|0.006| | 0.070|0.008|T|0.02|0.02|A| | 1.6625|0.0004|0.004|106| | 1.65| 1.67|       |M| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 80007|          |          |P-69  1023|0.02|A2IV        |X 
H|       26311| |05 36 12.81|-01 12 06.9| 1.69|1|G|084.05338572|-01.20191725| |   2.43|    1.49|   -1.06|  0.72|  0.41|  0.91|  0.80|  0.44| 0.05| 0.46|-0.08| 0.35|-0.28| 0.15|-0.34| 0.42|-0.40| 0.05|  0|-0.45| 26311| 1.553|0.007| 1.692|0.005| |-0.184|0.008|G|-.16|0.02|A| | 1.6235|0.0017|0.013| 96| | 1.60| 1.65|       |U|2| |05363-0112|I| 1| 1| | | |  |   |       |     |     |    |S| | | 37128|B-01  969 |          |          |-.16|B0Ia        |X 
H|      109268| |22 08 13.88|-46 57 38.2| 1.73|1|G|332.05781838|-46.96061593| |  32.16|  127.60| -147.91|  0.49|  0.50|  0.82|  0.44|  0.50| 0.37|-0.40|-0.23|-0.10| 0.09| 0.17| 0.22| 0.34|-0.24| 0.25|  1|-0.23|109268| 1.675|0.004| 1.757|0.004| |-0.070|0.005|T|-.05|0.01|L| | 1.6983|0.0004|0.005|133| | 1.69| 1.71|       |M| | |22082-4658|I| 1| 1| | |S|  |   |       |     |     |    |S| | |209952|          |C-47 14063|P-47  9830|-.12|B7IV        |X 
H|       26727|H|05 40 45.52|-01 56 33.3| 1.74| |H|085.18968672|-01.94257841|A|   3.99|    3.99|    2.54|  0.70|  0.41|  0.79|  0.74|  0.40| 0.15| 0.28|-0.15|-0.20|-0.37| 0.17|-0.42| 0.05|-0.35|-0.02|  9| 0.87| 26727| 1.566|0.005| 1.697|0.004|*|-0.199|0.022|G|-.18|0.02|A|*| 1.6812|0.0011|0.009| 88|*| 1.67| 1.69|       |D| | |05408-0156|I| 1| 2|C| |A|AB|164|  2.419|0.006| 2.13|0.03|S| |P| 37742|B-02 1338 |          |          |-.18|O9.5Ib SB   |G 
H|       39953| |08 09 31.96|-47 20 11.8| 1.75|1|H|122.38314727|-47.33661177| |   3.88|   -5.93|    9.90|  0.50|  0.41|  0.53|  0.54|  0.43| 0.15|-0.10|-0.03| 0.10|-0.17| 0.15|-0.19|-0.17| 0.26| 0.17|  0|-2.12| 39953| 1.627|0.007| 1.793|0.005| |-0.145|0.008|T|-.14|0.02|A| | 1.7034|0.0016|0.012| 83| | 1.68| 1.72|       |U|2| |08095-4721|I| 1| 1| | | |  |   |       |     |     |    |S| | | 68273|          |C-46  3847|P-46  2202|-.14|WC8 + O9I   |G 
H|       62956| |12 54 01.63|+55 57 35.4| 1.76|1|G|193.50680410|+55.95984301| |  40.30|  111.74|   -8.99|  0.43|  0.47|  0.62|  0.45|  0.49| 0.04| 0.08|-0.34|-0.14| 0.05|-0.20|-0.01| 0.13|-0.07|-0.01|  3|-0.06| 62956| 1.813|0.006| 1.764|0.005| |-0.022|0.003|G|-.04|0.03|C| | 1.7545|0.0007|0.008|113| | 1.74| 1.77|   5.08|P|1|A|          | |  | 1| | | |  |   |       |     |     |    |S| | |112185|B+56 1627 |          |          |-.04|A0p         |G 
H|       90185| |18 24 10.35|-34 23 03.5| 1.79| |H|276.04310967|-34.38431460| |  22.55|  -39.61| -124.05|  0.90|  0.60|  1.02|  0.92|  0.59|-0.09|-0.44| 0.28| 0.04|-0.13|-0.17| 0.01|-0.42|-0.30|-0.13|  6| 0.56| 90185| 1.833|0.007| 1.810|0.007| |-0.031|0.004|G|0.01|0.02|A| | 1.7986|0.0008|0.004| 43| | 1.79| 1.81|       | | | |18242-3423|I| 1| 1| | | |  |   |       |     |     |    |S| | |169022|          |C-34 12784|          |0.01|B9.5III     |3 
H|       15863| |03 24 19.35|+49 51 40.5| 1.79|1|G|051.08061889|+49.86124281| |   5.51|   24.11|  -26.01|  0.54|  0.49|  0.66|  0.46|  0.57| 0.29| 0.41|-0.12|-0.01| 0.12| 0.08| 0.02| 0.30|-0.12| 0.50|  0|-0.18| 15863| 2.418|0.002| 1.866|0.004| | 0.481|0.004|G|0.63|0.04|G| | 1.8972|0.0008|0.005| 76| | 1.89| 1.91|       |M| | |03243+4951|I| 1| 1| | | |  |   |       |     |     |    |S| |P| 20902|B+49  917 |          |          |0.63|F5Ib        |X 
H|       54061|H|11 03 43.84|+61 45 04.0| 1.81| |H|165.93265365|+61.75111888|A|  26.38| -136.46|  -35.25|  0.40|  0.46|  0.53|  0.43|  0.45| 0.19| 0.08|-0.17|-0.13| 0.00|-0.08|-0.02|-0.30| 0.00| 0.14|  4| 2.15| 54061| 3.185|0.002| 1.934|0.003|*| 1.061|0.003|T|1.03|0.00|L|*| 1.9519|0.0004|0.005|158|*| 1.94| 1.96|       |D| | |11037+6145|I| 1| 2|C| |A|AB|270|  0.672|0.006| 2.92|0.03|S| | | 95689|B+62 1161 |          |          |1.04|F7V comp    |G 
H|       34444| |07 08 23.49|-26 23 35.5| 1.83|1|G|107.09785853|-26.39320776| |   1.82|   -2.75|    3.33|  0.33|  0.37|  0.56|  0.40|  0.47| 0.17| 0.09|-0.09| 0.17|-0.05| 0.11|-0.02| 0.02| 0.16| 0.25|  0|-0.16| 34444| 2.704|0.002| 1.913|0.003| | 0.671|0.019|G|0.67|0.02|A| | 1.9628|0.0006|0.006|160| | 1.95| 1.97|       |M| | |          | |  | 1| | | |  |   |       |     |     |    |S| | | 54605|          |C-26  3916|P-26  1793|0.67|F8Ia        |3 
H|       67301| |13 47 32.55|+49 18 47.9| 1.85|1|G|206.88560880|+49.31330288| |  32.39| -121.23|  -15.56|  0.45|  0.59|  0.74|  0.50|  0.57| 0.24|-0.20|-0.53| 0.00| 0.03|-0.15|-0.10|-0.13| 0.12|-0.01|  0| 1.22| 67301| 1.727|0.006| 1.842|0.006| |-0.099|0.007|T|-.08|0.01|L| | 1.7994|0.0008|0.007| 97| | 1.79| 1.81|       |M| | |          | |  | 1| | | |  |   |       |     |     |    |S| | |120315|B+50 2027 |          |          |-.23|B3V SB      |G 
H|       41037|H|08 22 30.86|-59 30 34.3| 1.86|2|G|125.62860299|-59.50953829|A|   5.16|  -25.34|   22.72|  0.69|  0.61|  0.49|  0.53|  0.45|-0.08|-0.04|-0.06| 0.12|-0.17| 0.02|-0.20|-0.07| 0.15|-0.18|  2| 1.95| 41037| 3.496|0.003| 2.080|0.003|*| 1.196|0.003|T|1.16|0.00|L|*| 1.9996|0.0033|0.021| 79|*| 1.96| 2.04|       |U|2| |08225-5931|H| 1| 2|C| |A|AB|132|  0.463|0.005| 1.96|0.02|S| |P| 71129|          |          |P-59  1032|1.58|K3III+B2V   |G 
H|       86228|H|17 37 19.13|-42 59 52.2| 1.86| |G|264.32969072|-42.99782155|A|  11.99|    6.06|   -0.95|  0.78|  0.68|  0.84|  1.03|  0.78|-0.05|-0.14|-0.15| 0.20|-0.18|-0.10|-0.14| 0.35|-0.13| 0.19| 13| 2.12| 86228| 2.374|0.003| 1.904|0.006|A| 0.406|0.007|G|0.48|0.02|A|*| 1.9269|0.0007|0.006| 55|*| 1.92| 1.94|       |D| | |17373-4300|M| 1| 2|C| |B|AB|315|  6.465|0.025| 3.39|0.18|S| | |159532|          |C-42 12312|P-42  7856|0.48|F1II        |X 
H|       28360| |05 59 31.77|+44 56 50.8| 1.90|2|G|089.88237261|+44.94743492|+|  39.72|  -56.41|   -0.88|  0.69|  0.41|  0.78|  0.70|  0.37| 0.07| 0.37|-0.14| 0.34| 0.35| 0.03| 0.36|-0.04| 0.07| 0.23|  0|-0.54| 28360| 1.989|0.005| 1.904|0.005| | 0.077|0.006|T|0.05|0.03|C| | 1.9038|0.0006|0.014|125| | 1.90| 1.97|       |P|1|A|05596+4457|I| 1| 1|O| | |  |   |       |     |     |    |S| | | 40183|B+44 1328 |          |          |0.05|A2V         |X 
H|       82273| |16 48 39.87|-69 01 39.5| 1.91|1|G|252.16610742|-69.02763503| |   7.85|   17.85|  -32.92|  0.34|  0.46|  0.63|  0.46|  0.60|-0.02|-0.11|-0.24| 0.03| 0.03|-0.02|-0.01|-0.18| 0.25|-0.07|  0| 0.60| 82273| 3.816|0.002| 2.081|0.002| | 1.447|0.002|T|1.45|0.00|L| | 2.0711|0.0006|0.005|129| | 2.06| 2.08|       |M| | |          | |  | 1| | | |  |   |       |     |     |    |S| | |150798|          |          |P-68  2822|1.33|K2IIb-IIIa  |G 
H|       31681| |06 37 42.70|+16 23 57.9| 1.93| |G|099.42792641|+16.39941482| |  31.12|   -2.04|  -66.92|  2.42|  1.80|  2.33|  3.77|  2.60| 0.30| 0.27|-0.07|-0.43|-0.42| 0.04|-0.35|-0.60|-0.07| 0.66|  6|     | 31681|      |     | 2.024|0.009| | 0.001|0.005|G|0.04|0.00|G| | 1.9290|0.0008|0.004| 49| | 1.92| 1.94|       | | | |06377+1624|I| 1| 1|X| | |  |   |       |     |     |    |S| |D| 47105|B+16 1223 |          |          |0.04|A0IV        |X 
H|       42913|H|08 44 42.20|-54 42 30.8| 1.93| |H|131.17582214|-54.70856797|A|  40.90|   28.78| -104.14|  0.40|  0.42|  0.38|  0.43|  0.42| 0.07|-0.06|-0.02|-0.18|-0.12| 0.12|-0.12|-0.18| 0.02|-0.02|  3| 1.25| 42913| 2.050|0.002| 1.949|0.003|*| 0.043|0.006|G|0.05|0.02|A|*| 1.9511|0.0003|0.003|104|*| 1.95| 1.96|       |D| | |08448-5442|I| 1| 2|C| |A|AB|  5|  0.736|0.014| 3.58|0.07|S| | | 74956|          |          |P-54  1788|0.05|A1V         |X 
H|      100751| |20 25 38.85|-56 44 05.6| 1.94|1|G|306.41187347|-56.73488071| |  17.80|    7.71|  -86.15|  0.51|  0.46|  0.70|  0.58|  0.45| 0.11|-0.16|-0.11|-0.37|-0.04|-0.04|-0.07|-0.45| 0.09|-0.30|  3| 0.35|100751| 1.762|0.007| 1.898|0.006| |-0.118|0.008|T|-.10|0.01|L| | 1.8583|0.0006|0.006|109| | 1.85| 1.87|       |M| | |20257-5644|I| 1| 1| | | |  |   |       |     |     |    |S| | |193924|          |          |P-57  9674|-.20|B2IV        |X 
